AHBA_acro,ROI,Full_name,structureOrder, PV_M_mean , PV_M_SD , PV_F_mean , PV_F_SD , SST_M_mean , SST_M_SD , SST_F_mean , SST_F_SD , VIP_M_mean , VIP_M_SD , VIP_F_mean , VIP_F_SD , SSTCR_mean , SSTCR_SD , SSTnNOS_mean , SSTnNOS_SD , VIPCR_mean , VIPCR_SD , VIPCCK_mean , VIPCCK_SD 
,SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",91800,4154.05,606.7,3901.69,1296.07,6296.22,2440,7768.72,1464.74,0,0,4.73,10.57,209.74,138.01,6.61,11.44,0,0,0,0
,SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",91900,2804.04,782.57,2727.74,915.2,3490.83,907.96,4293.25,718.63,22.9,32.82,30.23,47.95,142.12,117.77,31.11,14.79,0,0,0,0
,SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",92000,2685.51,752.46,2606.4,1131.95,3549.2,1275.5,4772.38,1101.09,2.87,4.34,7.45,4.03,87.05,46.29,0,0,0,0,0,0
,MY0mot,"Medulla, motor related",92200,2353.1,671.08,2241.84,926.15,4909.78,2100.19,6264.84,1557.89,81.57,33.8,113.12,41.97,122.35,47.16,9.68,7.93,0.55,0.6,0.09,0.08
,VI,Abducens nucleus,92300,3563.81,2234,3942.46,2338.37,8173.87,3006.15,9794.37,1648.31,0,0,0,0,160.84,267.24,0,0,0,0,0,0
,VII,Facial motor nucleus,92500,354.6,100.66,399.76,97.3,1593.8,330.06,1870.96,318.57,994.26,510.11,1222.07,420.7,29.49,21.83,2.3,2.34,7.4,14.79,0.76,1.32
,ACVII,Accessory facial motor nucleus,92600,413.06,196.45,483.34,308.67,1718.11,1052.54,2763.64,748.4,26.41,59.05,0,0,31.14,62.28,0,0,0,0,0,0
,AMB,Nucleus ambiguus,92800,2350.35,685.74,2185.35,628.97,8508.04,2848.13,10313.25,1974.14,50.83,11.21,62.13,25.93,172.4,55.75,15.13,13.19,0,0,0,0
,AMBd,"Nucleus ambiguus, dorsal division",92900,4065.92,535.3,3446.81,1388.5,6669.66,3146.72,9296.21,2443.1,74.19,85.78,38.1,39.71,221.6,250.43,13.27,22.99,0,0,0,0
,AMBv,"Nucleus ambiguus, ventral division",93000,2608.09,700.43,2867.46,969.73,6340.09,3818.7,9160.46,2568.46,19.65,24.03,28.38,18.01,198.81,80.26,0,0,0,0,0,0
,DMX,Dorsal motor nucleus of the vagus nerve,93100,49.13,34.99,107.38,67.8,18937.51,3995.55,19419.3,3634.4,219.67,94.33,241.56,103.41,521.8,349.42,212.83,243.6,0,0,0,0
,GRN,Gigantocellular reticular nucleus,93300,1133.98,388.11,1130.31,524.29,2465.17,1281.28,3299.25,1193.29,7.66,3.76,14.65,13.37,73.44,50.37,1.99,3.01,0,0,0,0
,ICB,Infracerebellar nucleus,93400,10993.48,2816.4,10243.61,4407,1554.75,661.61,1564.67,1496.77,0,0,0,0,33.65,67.31,0,0,0,0,0,0
,IO,Inferior olivary complex,93500,337.95,237.62,400.89,120.41,2367.66,2186.13,2856.54,1702.89,40.2,19.83,46.73,37.57,16.76,17.16,0,0,0,0,0,0
,IRN,Intermediate reticular nucleus,93600,1615.84,427.42,1639.26,486.17,6096.17,2174.09,7542.51,1625.98,69.95,32.2,106.94,42.3,121.88,53.59,14.79,8.75,0,0,0,0
,ISN,Inferior salivatory nucleus,93700,1185.78,279.18,1131.72,408.83,4778.95,1723.7,6430.04,1413.69,199.82,259.2,151.71,85.35,141.48,112.54,9.37,16.23,0,0,7.57,13.12
,LIN,Linear nucleus of the medulla,93800,3280.58,1035.03,3206.79,672.34,11265.39,4219.78,13435.22,3801.09,9.35,20.9,63.41,41.23,213.77,199.28,26.67,46.19,0,0,0,0
,LRN,Lateral reticular nucleus,93900,4090.85,469.82,3998.79,2332.65,3678.51,2527.19,4398.96,1854.94,2.64,3.62,9.52,11.13,195.99,89.45,6.01,6.16,0,0,0,0
,LRNm,"Lateral reticular nucleus, magnocellular part",94000,3783.38,438.63,3785.09,2335.08,3740.73,2570.49,4464.75,1852.05,2.86,3.92,10.29,12.03,187.57,99.47,2.22,3.85,0,0,0,0
,LRNp,"Lateral reticular nucleus, parvicellular part",94100,7936,1251.04,6678.12,3106.46,2907.58,2141.09,3593.83,2098.72,0,0,0,0,301.2,331.51,52.45,45.48,0,0,0,0
,MARN,Magnocellular reticular nucleus,94200,560.25,188.77,531.87,227.58,1603.64,1388.43,2244.83,842.68,30.16,10.5,83.61,58.66,25.77,7.11,0.7,1.21,1.45,2.9,0,0
,MDRN,Medullary reticular nucleus,94300,2330.57,716.32,2372.99,650,8171.64,2983.09,9517.69,2176.16,44.41,27.26,53.53,16.42,191.05,112.79,9.03,6.25,0,0,0,0
,MDRNd,"Medullary reticular nucleus, dorsal part",94400,5391.46,1434.58,4919.73,1117.44,15333.18,4525.1,18429.89,4327.35,25.56,26.77,77.28,19.16,236.58,154.89,28.66,17.26,0,0,0,0
,MDRNv,"Medullary reticular nucleus, ventral part",94500,1055.25,453.13,1310.97,546.85,5235.18,2353.06,5843.26,1401.69,52.02,35.53,43.96,22.87,172.52,109.02,0.94,1.63,0,0,0,0
,PARN,Parvicellular reticular nucleus,94600,1790.4,375.86,1609.45,553.21,8636.69,2976.48,10856.33,2633.94,89.83,53.97,113.67,65.98,276.88,135.08,36.78,31.9,1.38,0.53,0.24,0.42
,PAS,Parasolitary nucleus,94700,4655.91,3621.07,5008.92,3699.36,14618.37,7270.1,19411.77,6149,0,0,0,0,457.92,160.79,0,0,0,0,0,0
,PGRN,Paragigantocellular reticular nucleus,94800,2562.94,661.19,2684.25,855.75,4596.79,3202.87,6085.93,2527.81,25.59,27.12,35.39,31.97,96.46,14.28,2.07,1.8,0,0,0,0
,PGRNd,"Paragigantocellular reticular nucleus, dorsal part",94900,995.55,553.79,1024.31,802.72,2727.81,2533.17,3794.82,2430.64,1.6,3.59,13.46,13.25,44.25,50.57,9.21,7.98,0,0,0,0
,PGRNl,"Paragigantocellular reticular nucleus, lateral part",95000,3009.87,701.44,3155.75,914.59,5145.98,3403.32,6759.74,2632.16,32.52,34.04,41.75,38.17,112.75,7.35,0,0,0,0,0,0
,PHY,Perihypoglossal nuclei,95100,4975.7,2113.31,4752.98,2318.09,5958.5,2608.27,7887.03,1882.47,13.83,15.95,37.71,28.03,40.26,38.08,2.9,5.02,0,0,0,0
,NR,Nucleus of Roller,95300,3329.6,2758.39,3110.66,2328.03,5645.54,1966.42,6696.39,3156.51,18.66,41.72,0,0,71.43,142.86,0,0,0,0,0,0
,PRP,Nucleus prepositus,95400,5062.04,2094.46,4842.11,2318.07,5975.19,2646.76,7955.26,1823.63,13.52,17.25,39.59,29.4,38.64,33.37,3.05,5.29,0,0,0,0
,PPY,Parapyramidal nucleus,95600,168.55,139.96,125.19,79.22,3087.98,2537.35,4749.27,2596.07,0,0,10.88,16.04,35.89,43.82,0,0,0,0,0,0
,VNC,Vestibular nuclei,95900,5582.09,1763.62,5081.73,2571.03,4882.42,2217.63,6819.72,1315.29,10.58,4.42,17.35,5.11,105.65,25.17,0.38,0.65,0,0,0,0
,LAV,Lateral vestibular nucleus,96000,3220.4,1371.05,3040.56,1729.25,1251.48,680.19,1780.45,446.15,11.03,6.11,17.11,10.19,100.63,107.43,1.9,3.29,0,0,0,0
,MV,Medial vestibular nucleus,96100,7183.13,2088.58,6670.7,3251.61,8102.9,3584.42,11362.63,1890.18,14.55,5.34,25.28,3.73,150.79,87.53,0,0,0,0,0,0
,SPIV,Spinal vestibular nucleus,96200,4084.77,1572.84,3521.84,1758.23,4956.76,2202.4,6889.92,1788.6,7.06,7.79,9.7,8.29,83.72,80.87,0,0,0,0,0,0
,SUV,Superior vestibular nucleus,96300,5780.25,1944.55,5023.81,2765.26,710.64,553.48,1010.92,415.31,3.64,3.58,5.27,5.76,17.97,21.18,0,0,0,0,0,0
,x,Nucleus x,96400,4208.92,1430.18,3696.48,1343.17,4569.28,1692.97,6323.3,723.24,18.21,27.61,5.77,12.91,116.33,32.19,25.7,26.01,0,0,0,0
,XII,Hypoglossal nucleus,96500,1179.67,680.14,1182.27,485.78,3978.52,1503.64,4556.6,934.3,252.76,152.05,596.2,91.99,271.34,172.72,20.07,18.11,0,0,0,0
,y,Nucleus y,96600,15074.75,5770.69,15160.83,5345.1,4393.61,2101.64,5204.61,1414.29,29.01,39.83,14.26,31.88,191.01,108.27,0,0,0,0,0,0
,MY0sat,"Medulla, behavioral state related",96800,731.25,201.75,655.68,315.19,1807.67,1300.62,2530.43,943.61,541.11,324.79,503.2,195.09,151.47,114.66,0,0,0.96,1.91,7.01,8.98
,RM,Nucleus raphé magnus,96900,1125.8,284.62,995.84,469.62,1546.46,1055.82,2194.2,698.08,1.59,3.56,7.79,9.5,193,145.3,0,0,0,0,11.06,19.16
,RPA,Nucleus raphé pallidus,97000,417,195.72,365.48,173.12,794.91,969.48,1301.97,886.82,44.92,49.12,27.13,25.97,39.65,29.01,0,0,0,0,0,0
,RO,Nucleus raphé obscurus,97100,171.35,68.84,204.75,139.83,3408.88,2632.9,4545.5,1969.24,2214.04,1314.74,2078.74,804.96,172.89,159.66,0,0,4.08,8.15,5.64,9.78
