GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
11224        9  127615158  127629240     30       5  150064      0.92952      0.17631
81873        9  127621267  127645012     27       6  150064      0.79804      0.21242
2800         9  127635573  127708386    108      12  150064       0.7055      0.24025
286205       9  127699887  127910838    358      22  150064      0.43167      0.33299
5537         9  127903852  127957218    118      11  150064      0.42758      0.33448
10244        9  127957821  128001438     91      12  150064     -0.06746      0.52689
3309         9  127992127  128008666     26       5  150064      -1.4949      0.93253
26130        9  128019073  128132290    157      11  150064     -0.17727      0.57035
79109        9  128194673  128474513    495      28  150064      0.50622      0.30635
5090         9  128504617  128734656    297      20  150064       2.8567      0.00214
89853        9  129084123  129274320    525      35  150064       1.4254     0.077023
4010         9  129371722  129468311    306      39  150064      0.59507       0.2759
23099        9  129562285  129605489     47      14  150064      0.94689      0.17185
403341       9  129617944  129653157     54      15  150064       2.0883     0.018384
9649         9  129672053  129990445    572      22  150064       2.0225     0.021562
23452        9  129844628  129890044     73      13  150064       1.8596     0.031473
84253        9  129981750  130160828    294      24  150064         1.12      0.13136
29988        9  130154417  130175177     52       6  150064       1.6177     0.052858
7633         9  130181653  130214525     80       5  150064       2.9689    0.0014944
6136         9  130204953  130218711     28       4  150064       2.8406    0.0022517
90678        9  130208765  130270780    163      13  150064       2.8045    0.0025199
64855        9  130262618  130346268    248      32  150064         1.62     0.052619
6812         9  130369486  130459995     99      17  150064     -0.51073      0.69523
286207       9  130464263  130481303     16       6  150064    -0.053648      0.52139
138428       9  130471227  130492152     35       5  150064      -1.2138      0.88759
158248       9  130473358  130498879     52       7  150064      -1.4425      0.92543
27433        9  130488803  130502628     39       8  150064      -1.6098      0.94627
10044        9  130495596  130546048    110      16  150064     -0.26244      0.60351
1025         9  130543305  130558052     38       5  150064     -0.20291       0.5804
2356         9  130560137  130581799     42       8  150064       1.6378     0.050735
2022         9  130572291  130622052    105      24  150064       1.4119     0.078986
203          9  130623759  130645022     59      18  150064       1.3724     0.084975
30815        9  130642600  130674010     62      16  150064      0.25777      0.39829
27090        9  130665165  130684326     30      11  150064       1.2095      0.11323
138429       9  130678808  130698076     30       5  150064       1.2175      0.11171
8818         9  130692374  130705763     35       4  150064      0.88602       0.1878
399665       9  130697861  130747812    114       9  150064       0.9599      0.16855
203245       9  130818512  130834600     11       2  150064      0.59272      0.27668
114789       9  130825479  130876537    123       3  150064      0.26555      0.39529
80142        9  130877972  130895741     14       2  150064      0.35712       0.3605
3934         9  130906732  130920734     25       5  150064     -0.05814      0.52318
79095        9  130917539  130931207     22       6  150064      0.37929      0.35224
25792        9  130923344  130971662    109      12  150064        2.393     0.008356
1759         9  130960634  131022528    123      19  150064       2.4226    0.0077045
2801         9  131013108  131043286     48       7  150064      -1.6152      0.94687
375757       9  131032663  131056268     41       6  150064      -1.3112       0.9051
26995        9  131066396  131089697     43       8  150064     -0.96827      0.83355
51117        9  131079791  131101351     41       9  150064      -1.3272      0.90778
10999        9  131097839  131128749     54       9  150064     -0.96107      0.83174
81605        9  131128598  131159295     52       9  150064      0.67241      0.25066
51148        9  131168854  131204630     78       5  150064     -0.70094      0.75833
4957         9  131212434  131268571     94       9  150064      -1.3184      0.90632
2733         9  131261971  131309580     84      10  150064      -1.1174       0.8681
6709         9  131309837  131400944     90       5  150064       1.3831     0.083321
89891        9  131390940  131424129     55       6  150064      0.89521      0.18534
6418         9  131440934  131463675     15       4  150064     -0.39933      0.65518
29941        9  131459802  131488199     26      10  150064       2.7296    0.0031709
84885        9  131478148  131491451     11       6  150064       3.4197    0.0003134
10444        9  131487065  131539220     51       8  150064       3.8117      6.9e-05
54662        9  131544510  131577711     97       9  150064       4.1294   1.8186e-05
2021         9  131575779  131589955     52       6  150064       4.4453   4.3879e-06
51490        9  131576930  131597299     59       7  150064       4.4879   3.5969e-06
883          9  131590392  131649354    117      10  150064       3.8208   6.6502e-05
56262        9  131639391  131685318     92      11  150064       3.2073   0.00066988
254295       9  131678174  131709322     53       4  150064      0.81188      0.20843
